Observation Year,Standard Week,Pest Value,MaxT,MinT,RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm),PEST NAME,Location
1997,37,36.76,26.5,18.4,80,78.4,25.4,3.7,5.6,1.6,LeafBlast,Palampur
1986,51,0,29.8,15.1,77.7,35.4,0,4.4,10.4,4,LeafBlast,Rajendranagar
2001,39,200,36,21.3,86.4,38.1,0.8,2.5,10.3,5.4,Brownplanthopper,Ludhiana
2002,46,3130,29.9,20.2,97.6,57.1,0,2.8,8.2,2.8,Greenleafhopper,Maruteru
1994,34,0,29.7,24.4,91,78,55.7,5.3,3.8,23,Yellowstemborer,Maruteru
1997,45,95,29.6,20.9,90.8,70,5.8,2.3,4.2,17.3,LeafFolder,Maruteru
1998,16,0,33.5,22.4,86.7,61.4,0,4.2,4.1,6.2,LeafFolder,Maruteru
1998,2,3,29.4,13.3,88.4,41.4,0,1.9,9.5,3.6,Yellowstemborer,Rajendranagar
2003,4,0,25.3,16.4,90.9,57.4,0.3,6.5,5.3,3,Brownplanthopper,Cuttack
2010,45,25,28,19.8,94,70.6,11.8,3.7,8.1,4.4,Yellowstemborer,Rajendranagar
2002,48,0,31.4,11.4,81.6,26,0,2.5,9.2,3.4,Gallmidge,Rajendranagar
2005,5,0,30.6,20.9,92.9,68.9,0,2.7,8.3,3.2,Gallmidge,Maruteru
2007,13,33,34.3,24.4,87,60,12.2,9,6.5,5.8,LeafFolder,Cuttack
1999,17,25,40.2,26.9,57.3,25.7,0,3.1,8.7,9.2,Brownplanthopper,Rajendranagar
2001,52,29,27.4,17.6,93.4,62.9,0,4.6,6.9,3,Gallmidge,Maruteru
1998,13,1080,33.1,22.1,90,84.3,0,2.7,7.9,5.6,Greenleafhopper,Maruteru
1999,27,0,32.8,23.7,84.6,53.7,71.9,4.9,7.2,6.4,NeckBlast,Rajendranagar
2007,27,17,31.8,28.4,90.1,58.4,3.4,1.7,6.3,5.1,Greenleafhopper,Maruteru
2000,12,631,31.9,20.5,89.3,55.9,0,2.5,9.3,3.7,Greenleafhopper,Maruteru
1996,43,0,27.4,22.1,91.5,74,238.2,2,5.1,20,LeafFolder,Maruteru
2000,4,40,28.6,18.7,92.4,64.9,0,2.9,8.6,2.3,Yellowstemborer,Maruteru
2007,24,0,37.6,26.3,72.9,43.6,29.4,10.3,4.7,8.4,Yellowstemborer,Raipur
2000,26,1,30.9,24,83.6,79,0,8.9,3.9,4.3,Gallmidge,Maruteru
1997,13,671,31.7,20.6,86.9,60,11,1.9,8.2,28.4,Greenleafhopper,Maruteru
2006,37,6,30.1,25.4,90.1,72.4,42.6,2.6,4.7,3.5,LeafFolder,Maruteru
2000,13,0,36.6,16.7,60.9,14.3,0,3.5,7.1,1,Caseworm,Raipur
2011,27,0,30.6,23.9,90.7,60.9,69.1,0,0.9,0,Whitebackedplanthopper,Maruteru
1994,26,0,32.7,25.5,85,69,38.1,5.6,4,38.8,Brownplanthopper,Maruteru
2000,42,2304,31.6,21.1,86.3,49.1,12.8,1.9,6,3.4,Brownplanthopper,Rajendranagar
2004,21,0,36.1,27.6,90.3,69,0,8.6,9,6.9,Caseworm,Maruteru
2007,34,850,31.3,23.3,87.1,66.7,48,5.4,6.7,5.6,Brownplanthopper,Rajendranagar
2004,21,0,36.1,27.6,90.3,69,0,8.6,9,6.9,Gallmidge,Maruteru
2007,25,73,32.1,26.9,88.6,67.5,46.6,1.8,2.9,5.3,Brownplanthopper,Maruteru
2003,44,0,24.9,11.8,61.7,56.4,0,4.7,8.1,3.3,NeckBlast,Palampur
2007,52,1,32,13.4,80,30.4,0,2.2,9.3,5.1,Caseworm,Rajendranagar
2001,33,0,29.3,22.3,85,69.6,21.4,6.8,3.4,3.7,LeafFolder,Rajendranagar
1996,6,728,29.5,18.1,91.7,67,0,1.7,8.7,22.9,Yellowstemborer,Maruteru
2006,12,75,32.4,22.1,87.6,59.9,0,5.4,8.3,3.7,Gallmidge,Maruteru
1987,12,0,19,11.4,50.6,40.9,17.2,7.7,3.3,2.6,LeafBlast,Palampur
1996,31,0,30.2,23.5,85.3,65.7,7.6,12,3.3,3.8,Brownplanthopper,Rajendranagar
2007,5,1625,26.7,20.1,83.9,58,0,3,8.6,2.8,Greenleafhopper,Maruteru
2004,14,9,32.1,24.2,92.7,70,0,3.6,6.6,3.6,LeafFolder,Maruteru
2001,47,75,30.2,15.4,84,39.7,0,1.9,8.8,3.5,Greenleafhopper,Rajendranagar
1989,20,0,42.3,28.2,54.1,19.9,0,9.3,10,9.7,Yellowstemborer,Rajendranagar
1994,37,26.5,25.2,18.5,72.7,71.6,10.9,3.9,5.8,1.9,LeafBlast,Palampur
2000,19,0,35.9,25.9,65.9,40.7,9.2,7.1,8.5,7.7,Yellowstemborer,Ludhiana
2010,46,280,29.1,23.1,87.6,61.7,70,1.4,5.2,2.9,Miridbug,Maruteru
2010,22,0,41.1,27.9,70.6,45.1,0,8.5,8.7,8.6,Gallmidge,Rajendranagar
2001,4,106,30.4,9.7,78.1,18.4,0,2,8.7,4.2,Greenleafhopper,Rajendranagar
2008,37,295,31,24.6,91.6,69.3,24.6,6.7,5.8,3.9,Greenleafhopper,Raipur
1989,48,0,29.7,12.5,78.7,33.7,0,3.5,10.5,3.3,LeafBlast,Rajendranagar
2008,52,0,29.7,12.7,84.6,31.5,0,1.9,8.9,5.1,Greenleafhopper,Rajendranagar
2011,44,112,29.4,23.2,83.7,65.6,0,0,8.3,0,Yellowstemborer,Maruteru
1984,26,0,32.9,23.7,74.3,51.1,2.6,18.3,5.2,8.9,Yellowstemborer,Rajendranagar
1999,20,2,36.4,25.9,70.1,37.4,0,4,9.6,6.9,Yellowstemborer,Rajendranagar
1996,21,0,36.8,24.3,89.2,59,1.6,4.1,7.7,46.4,LeafFolder,Maruteru
2008,46,3760,28.6,17.6,88.4,61,1,4.5,5.2,5.6,Miridbug,Rajendranagar
2000,37,2,31.7,23.6,89.7,69.6,19,5,5.8,4,Miridbug,Raipur
2008,10,4020,35.1,15.7,66.6,18.6,0,3.7,8.9,6.1,Miridbug,Rajendranagar
2007,29,1,33.6,26.2,89.9,76.4,264.4,7.4,5.5,5.3,Greenleafhopper,Cuttack
2007,29,385,35,27.9,85.9,61.4,0,6.1,7.6,5.7,Miridbug,Ludhiana
2007,14,0,39.7,21.3,52.4,17.7,0,4.6,8.7,8.7,Caseworm,Raipur
2000,45,0,30.6,21.4,95.3,54.1,0,1.6,9,2.8,Yellowstemborer,Cuttack
1997,39,6576,31.1,22.2,87.6,75,0,1.6,4.5,23.2,Greenleafhopper,Maruteru
1996,21,0,36.8,24.3,91,59,1.6,4.1,7.7,46.4,Whitebackedplanthopper,Maruteru
1995,12,0,36.5,20.5,67.4,29.1,0,2.7,10.2,5.8,Gallmidge,Rajendranagar
2001,45,5,31.1,19.4,86.4,44.1,0,3.2,7.8,4.2,Gallmidge,Rajendranagar
2007,8,0,30.5,14.3,82,26.3,0,5.7,9.9,5.1,Gallmidge,Rajendranagar
2010,12,0,34.8,17.1,93,36.4,0,2.2,9.1,4.5,Brownplanthopper,Ludhiana
2001,42,0,30.4,21,91.1,60.6,31.1,2.6,5.6,3.1,Gallmidge,Rajendranagar
2010,14,0,36.2,16.5,76.9,21,0,3.8,11.1,6.8,Brownplanthopper,Ludhiana
1988,31,2,27.5,22.6,89.4,63,47.2,15.8,1.2,3.3,LeafBlast,Rajendranagar
1989,25,0,33.4,23.5,82.7,41.1,40.8,16.9,8.7,5.3,LeafBlast,Rajendranagar
1998,12,527,33,21.2,87,84.1,0,2.4,9.1,5.6,Greenleafhopper,Maruteru
2000,49,0,28.5,7.9,83.6,17,0,2.2,9.8,3.8,Gallmidge,Raipur
1984,41,0,26.6,16.1,67.9,51.3,0,3.5,9.2,3.9,LeafBlast,Palampur
2007,40,41,28.5,24.1,94.1,77.6,78.4,1.8,2.2,2.9,Caseworm,Maruteru
2008,22,2,39.3,27.8,55.6,33,0.7,8.2,8.6,7,LeafFolder,Rajendranagar
2008,3,0,28.4,11.5,83.1,29.9,0,2.5,7.5,3.4,Gallmidge,Raipur
1991,42,0,24.5,12.5,52.1,47.3,0,6.3,8.8,3.7,LeafBlast,Palampur
2009,33,11,30.7,25.7,93.4,76.6,50.2,6.1,3.2,3.7,Greenleafhopper,Raipur
1998,5,0,27.7,16.8,95.4,63.1,22.8,1.8,5.7,2.5,Gallmidge,Raipur
2009,12,769,35.4,20.1,68.4,25.3,0,3.8,6.1,7.2,Greenleafhopper,Rajendranagar
2009,44,554,30.2,23.1,87.1,71,0,1.5,6.7,2.4,Whitebackedplanthopper,Maruteru
1986,11,0,36.2,20,50.9,19.4,0,5.3,11.2,8.7,LeafBlast,Rajendranagar
2001,25,0,32.4,25.2,81.9,60.7,13.8,11.9,2.8,5.4,Gallmidge,Raipur
1996,20,0,39,25,88.6,54,0,4.2,9.5,39.8,Gallmidge,Maruteru
1996,40,0,26,14.9,65.9,59.1,14.6,4.9,7.6,3,LeafBlast,Palampur
2006,19,14,34.1,26.1,83.9,60.4,0,3,8.9,4.8,Caseworm,Maruteru
1993,26,0,35.2,24.7,75.3,43.4,38.8,11.1,7.8,5.5,LeafBlast,Rajendranagar
2007,51,765,29.7,15.4,79.1,38,0,4.4,7.6,4.9,Miridbug,Rajendranagar
2009,29,0,31.9,23.1,82.1,56.6,17.8,17.8,4,6.9,LeafFolder,Rajendranagar
1997,21,12,36.4,25.8,92,59,3.2,4.1,6.8,46.4,LeafFolder,Maruteru
1991,48,0,29.5,12.8,75.1,30.1,0,1.9,9.1,3.6,LeafBlast,Rajendranagar
2002,29,42,31.6,25.2,82,67,0,12.4,3.3,5,Brownplanthopper,Maruteru
1998,44,2695,28.1,19.8,94.6,66.1,10.5,2.1,4.4,2.1,Greenleafhopper,Rajendranagar
1994,18,0,39.1,25.5,59.3,23.1,0,5.2,10.5,5.4,Gallmidge,Rajendranagar
2008,37,1570,28.1,22.7,89.4,77.9,104.6,6.5,3.6,5.1,Brownplanthopper,Rajendranagar
2008,7,0,29.2,18.7,89.4,43.3,73.2,4.6,6.8,4.3,Caseworm,Rajendranagar
1998,5,0,31.5,18,89.3,41.3,0,2.3,9,4.7,LeafBlast,Rajendranagar
2003,13,55,31.6,21.6,88.6,61.9,0,2.7,9.2,3.7,Gallmidge,Maruteru
1998,44,95,29.1,20.9,92.3,65.7,5.2,2.8,5.2,2.9,Greenleafhopper,Raipur
1996,1,76,27.6,18.3,87.1,69,0,2.6,7.5,19.1,LeafFolder,Maruteru
1993,20,0,40.8,26.1,68.3,24.7,2,6.9,10.4,6.7,Yellowstemborer,Rajendranagar
1996,20,5,40.6,25.4,59.3,29.4,0.2,4.9,9.5,10,Greenleafhopper,Rajendranagar
1991,25,0,28.8,19,61,49.3,3.9,5.6,8.4,5.9,LeafBlast,Palampur
2007,31,0,31.8,25.3,90,68.9,10.2,5.9,3.4,3.6,LeafFolder,Raipur
1996,40,0,30.9,22.9,94.3,76,146,2,5.4,21.1,Gallmidge,Maruteru
2002,10,0,35.7,19.6,81.7,36.7,25.7,2.8,8.2,5.8,Gallmidge,Rajendranagar
2004,45,0,22.2,9.8,64.6,46.3,0,5.1,9.3,2.7,NeckBlast,Palampur
1986,44,0,30.1,20.9,78.3,59.4,11.4,4.2,5.1,3.6,LeafBlast,Rajendranagar
1992,11,0,37,18,48.9,18.1,0,2.7,10.3,6,LeafBlast,Rajendranagar
2007,29,19,31.2,25.8,91.1,73.9,79.8,1.7,5.3,3.9,Gallmidge,Maruteru
1969,43,340,31.3,22.9,92,44,0,8.3,9,3.7,Gallmidge,Cuttack
2009,5,0,29.8,21.5,95.4,43.9,0,3,7.4,2.5,Whitebackedplanthopper,Maruteru
1995,18,0,35.4,22.7,85.5,60,0,4.2,9.6,33.2,Gallmidge,Maruteru
2001,51,0,17.3,5.3,48.9,47,5,4,6.5,2,LeafBlast,Palampur
2001,13,0,29.1,15.2,81.3,39.3,3,5.4,8,4.5,Yellowstemborer,Ludhiana
2009,47,435,29.1,17.8,82.7,67.9,1.2,1.6,6.9,6.6,Miridbug,Rajendranagar
1998,48,0,28.3,12.9,93.6,39.7,0,1.4,8.8,2.5,Yellowstemborer,Cuttack
2001,41,279,34.2,19.5,84.6,34.1,0,2.8,7.4,4.2,Brownplanthopper,Ludhiana
1987,31,2,29.1,20.4,62.1,62,6.4,5.4,9.8,3.6,LeafBlast,Palampur
1996,31,4500,30.2,23.5,85.3,65.7,7.6,12,3.3,3.8,Greenleafhopper,Rajendranagar
1987,30,0,31.2,23.7,80,52.3,0.6,10.9,4.5,5,Yellowstemborer,Rajendranagar
2000,20,0,40.8,26.4,49.4,27.1,0,9.4,9.4,13.2,Gallmidge,Raipur
2010,43,1130,29.9,19.6,86.3,60.4,32.2,3.1,8.2,6.9,Miridbug,Rajendranagar
2007,8,2,33.1,20.4,96.7,33.9,0,3.6,9,4.4,Greenleafhopper,Cuttack
1998,33,10,30.6,23.5,92.7,64,0,1.7,4.6,20.8,Miridbug,Maruteru
2003,8,0,16.2,4.2,73.3,55.6,39.7,6.8,5,2.4,NeckBlast,Palampur
2001,38,51,31.4,22,90,67.4,23.4,1.2,4.8,3,Caseworm,Rajendranagar
1963,12,0,34.1,21.9,91,35.6,8.1,6.1,8,6.6,Gallmidge,Cuttack
2005,34,21,30.2,25.3,91.3,83.1,17.7,7.6,7.9,3.3,Whitebackedplanthopper,Maruteru
2010,30,0,28.3,23.6,84.7,77.7,91.2,1.7,0.1,4.1,Caseworm,Maruteru
2005,13,200,32.4,23.2,91.7,67.9,0,2.7,8.6,3.8,ZigZagleafhopper,Maruteru
2010,24,0,34.1,22.9,86.6,66,28.1,11.3,5.6,4.9,Gallmidge,Rajendranagar
2009,2,45,27,20.2,87.3,50.6,0,3,7,2.9,ZigZagleafhopper,Maruteru
1995,17,78,35,22.5,83.9,58,0,2.7,8.7,35.2,Brownplanthopper,Maruteru
2003,48,0,28.7,18.7,88.7,68.5,0,4.3,4.5,3,Gallmidge,Maruteru
1991,17,0,27,14.9,40.7,29.1,2.1,6.3,10.4,6.3,LeafBlast,Palampur
2007,29,385,31.1,24.5,84.3,64.6,6.4,8,5,6.7,Miridbug,Rajendranagar
2007,32,0,34.9,27.3,87.6,71.6,0,5.1,5.3,4.2,Yellowstemborer,Ludhiana
2011,18,5114,34.9,25.3,86,27,0,0,8.8,0,Yellowstemborer,Maruteru
2001,47,0,27.6,10,92.3,39.4,0,1.6,8.8,2.1,Yellowstemborer,Ludhiana
1995,16,90,34.6,21.5,86.5,56,0,5.1,9.4,34.1,Whitebackedplanthopper,Maruteru
1996,25,0,30.6,24.9,90.3,74.1,42.8,6,3.5,3.7,Yellowstemborer,Cuttack
2009,12,0,30.2,15.3,90.6,35.6,11.6,4,8.4,4.2,Greenleafhopper,Ludhiana
2011,46,0,28.3,12.4,95,38.1,0,0,8.1,0,Greenleafhopper,Ludhiana
1995,46,152,31.3,20.4,91.5,64,1,1.7,6.9,20.4,Greenleafhopper,Maruteru
2010,18,188,33.4,24.6,86.1,52.6,0,4.2,9.4,4.7,Greenleafhopper,Maruteru
2008,25,9,35.7,26.9,86.6,71.4,0.4,1.8,0.5,5.3,Miridbug,Maruteru
1996,43,710,29.6,21.2,88,64.3,10.2,2.3,5.1,2.6,Brownplanthopper,Rajendranagar
2009,5,0,22.2,6.4,99.6,54.4,0,3.4,8.9,2,Brownplanthopper,Ludhiana
2007,27,0,31.8,28.4,81.3,58.4,3.4,1.7,6.3,5.1,LeafFolder,Maruteru
2010,29,0,30,22.7,89.4,78.1,82.1,12,4.7,4.1,Brownplanthopper,Rajendranagar
1966,18,0,38.4,26.3,82.4,44.6,0,4.3,8.7,7.4,Gallmidge,Cuttack
2005,37,151,27.1,25.1,89.4,80.3,19.7,2.9,2.9,3.5,Yellowstemborer,Maruteru
2003,42,5.3,28.9,24.9,96.1,89.4,121.4,4.6,3,1.8,Brownplanthopper,Cuttack
2004,13,0,31.5,23.1,90.9,65.7,0,2.9,9.2,3.8,Gallmidge,Maruteru
2008,15,29,32,22.1,88.1,37.7,0,5.9,8.2,4.7,Gallmidge,Maruteru
2010,23,0,37.4,26.7,85.4,37.3,10,2,4.1,6,Whitebackedplanthopper,Maruteru
2007,52,4,29.8,20.2,92.3,57.9,0,2.7,6.4,2.6,Caseworm,Maruteru
2008,29,1385,33.6,25.3,75.4,57,12.8,6.6,4,6.6,Miridbug,Rajendranagar
2010,39,80,32.4,21.2,95,57.4,0,2.5,10.3,3.8,LeafFolder,Ludhiana
2010,4,0,28,11.8,85.4,35.1,0,3.6,9.4,8.9,Greenleafhopper,Rajendranagar
1978,51,0,27.3,13.2,86.9,36.3,0,3.1,9.7,3.6,Yellowstemborer,Rajendranagar
1961,49,0,26.7,11.9,84.6,40.9,0,2.6,10,3.8,Gallmidge,Cuttack
2009,10,0,27.6,11.3,91.6,35.3,0,4,9.9,4.1,Brownplanthopper,Ludhiana
2009,40,5540,29.3,25.1,87.7,66.7,25,1.8,3.8,2.9,Whitebackedplanthopper,Maruteru
2008,37,0,31,24.6,91.6,69.3,24.6,6.7,5.8,3.9,Whitebackedplanthopper,Raipur
1993,26,0,29.3,19.8,68.1,51.3,26.1,5.5,8.1,5.8,LeafBlast,Palampur
2000,44,837,31.8,17.3,85.9,37.3,0,3.2,9.7,4.2,Greenleafhopper,Raipur
2001,42,0,30.4,21,91.1,60.6,31.1,2.6,5.6,3.1,Caseworm,Rajendranagar
1997,32,55,30.9,23.5,91.4,76,26.9,5.9,6.3,24.1,Greenleafhopper,Maruteru
1986,48,0,16.3,7.6,55.9,51.7,45,6.5,4.6,2.3,LeafBlast,Palampur
1998,48,0,27.4,9.7,95,35.9,0,1.6,9.5,3.1,Greenleafhopper,Raipur
1992,48,0,28,13,80.9,34.4,0,2.1,9.9,3.9,LeafBlast,Rajendranagar
2001,43,46,31.2,15.7,90.3,44.3,0,1.9,9.4,3.7,LeafFolder,Rajendranagar
2001,5,0,28.9,16.2,90.4,66.9,0,2,7.8,2.8,Whitebackedplanthopper,Maruteru
1992,30,0,30.7,23,77,40.6,17.8,16.2,4.1,4.6,LeafBlast,Rajendranagar
2011,12,6,37.3,19.5,66.3,32.4,0,0,0,0,LeafFolder,Rajendranagar
1998,3,63,28.9,20,93.1,70,0,2.3,5.7,17.3,Brownplanthopper,Maruteru
2004,16,1,32.9,24.8,89.9,72.6,0,4.8,9.7,5,Caseworm,Maruteru
2008,32,0,26.9,23.2,89.6,82.3,159.8,5.9,2.5,3.5,Yellowstemborer,Maruteru
2000,6,0,29.5,15.6,81.4,46.6,0,4.1,7.2,4.6,Gallmidge,Raipur
2010,35,196,29.1,23.9,87.9,61.1,117.6,2.5,2.7,3.6,Brownplanthopper,Maruteru
2007,52,810,19,2.9,96.4,58.3,0.1,3,2.5,7.8,Miridbug,Ludhiana
2006,45,7265,27.7,22.1,89.6,67.7,12.6,1.5,5.3,2.5,Whitebackedplanthopper,Maruteru
1995,26,7,38.8,23.9,50.9,55.9,1.6,6.7,7.4,10.8,Yellowstemborer,Raipur
1987,12,0,36.1,20,55.4,25.3,43.9,5.1,10.6,7.5,LeafBlast,Rajendranagar
1997,52,0,27.4,11.6,94,45,0.1,1.6,9.5,2.9,Yellowstemborer,Cuttack
2004,24,37,31.3,25.5,75.9,70.4,79.8,10.1,3.8,3.5,LeafFolder,Maruteru
1998,22,0,42.4,28.3,55.6,30.3,0,4.9,10.8,12.3,Gallmidge,Rajendranagar
1995,45,0,22.9,11.1,39.3,31.6,0,4.8,9.5,2.8,LeafBlast,Palampur
2000,17,1277,35.1,24.9,88.6,73.4,0,4.5,8.4,4.7,Greenleafhopper,Maruteru
1999,9,0,34.7,15.9,77.1,24.3,0,2.9,10.4,5.9,Gallmidge,Rajendranagar
1996,36,0,32.7,26.1,91.4,74.4,30.2,4.5,4.8,4.1,Yellowstemborer,Cuttack
2010,14,0,36.2,16.5,76.9,21,0,3.8,11.1,6.8,LeafFolder,Ludhiana
1998,5,4,29.6,20.1,94.3,55,0,3,6.3,33.3,Miridbug,Maruteru
2011,35,40,27.2,23.6,83.9,69.1,59.4,0,0.9,0,Yellowstemborer,Maruteru
1993,47,0,20.4,8.2,36.1,33.4,0,5.8,9.3,2.5,LeafBlast,Palampur
1985,28,0,25.3,19.5,85.3,77.4,207.6,5.4,1.9,4.7,LeafBlast,Palampur
2009,44,0,30.7,16.7,92.1,33.9,0,1.9,7.6,3.1,LeafFolder,Raipur
2009,32,0,36.1,28.6,81,59,0,3.6,8,5.4,Yellowstemborer,Ludhiana
1998,19,214,34.5,23.2,86.1,67.6,0,4.8,9.7,6.4,Greenleafhopper,Maruteru
2001,39,32,33.2,24.3,90.4,65.1,41.5,3.4,8.4,5.2,Gallmidge,Raipur
2008,1,54,24.8,18.1,87.6,64.1,0,2.9,8.8,2.7,ZigZagleafhopper,Maruteru
1989,7,0,13.2,3.7,50.3,34.7,17.5,6.7,5.8,19.2,LeafBlast,Palampur
2008,26,0,31.3,24.1,91,70.3,144,11,1.9,4.7,Greenleafhopper,Raipur
2002,12,4515,31.9,19.4,79.7,66,0,2.1,7.4,3.3,Greenleafhopper,Maruteru
2001,16,0,35.6,22.7,74.6,35.4,66.4,2.5,8.3,4.7,Caseworm,Rajendranagar
2010,7,10,30,19.7,91,62.7,18,5.1,9,3,Whitebackedplanthopper,Maruteru
2001,37,1.4,27.1,15.6,57.9,66.4,20.1,4.3,5.9,3.8,NeckBlast,Palampur
1964,25,0,32.8,25,88.6,72.3,74.5,5.2,2,3.6,Gallmidge,Cuttack
2007,5,90,26.7,20.1,91.6,58,0,3,8.6,2.8,ZigZagleafhopper,Maruteru
1999,40,3270,31.1,22.9,89.6,60.6,14.6,3,8.6,3.7,Brownplanthopper,Rajendranagar
2008,23,0,36.4,26,68.4,38.6,5.7,12.9,9.5,6.8,Greenleafhopper,Rajendranagar
2007,45,24,29.7,13.9,90.7,33.1,0,2.8,5.5,2.7,Caseworm,Ludhiana
2001,10,2,34.4,19.8,74,29.1,0,3.7,7.5,5.8,LeafFolder,Rajendranagar
2001,17,58,34.4,22.3,82.3,55.6,0,4.4,9.1,5,Whitebackedplanthopper,Maruteru
1991,4,0,17.1,7.5,42.1,34.1,0,5.8,5.3,2.3,LeafBlast,Palampur
2001,3,0,16.3,3.2,100,61.6,0,3.4,5.9,0.7,Brownplanthopper,Ludhiana
1998,49,0,23.8,9.8,34.6,42,0,4.2,9.5,2.4,LeafBlast,Palampur
2003,9,0,34.7,18.6,73.7,29.3,0,3.6,8.9,5.8,Gallmidge,Raipur
2008,19,0,37.5,23.5,51.9,30.6,0.2,5.7,8.5,9.3,LeafFolder,Ludhiana
2001,1,0,14.8,7.3,98.3,79,23.8,4.3,2.3,0.8,Yellowstemborer,Ludhiana
2007,9,0,32,16.6,77.9,27,0,4.7,9.6,5.9,Brownplanthopper,Raipur
1989,30,4,27.6,21.9,88.3,57.6,160.7,18.3,3,4,Yellowstemborer,Rajendranagar
1995,10,0,35.1,19.8,75.7,32.6,0,5.4,10.7,5.5,LeafBlast,Rajendranagar
2010,41,165,33,20.5,92.4,51,0,1.8,5.2,2.8,Brownplanthopper,Ludhiana
1995,18,0,33.1,17.1,82.6,23,0,4.8,7,5,Gallmidge,Raipur
2008,27,6,31.8,24.7,85.7,64.1,22.2,12.4,2.8,6,Yellowstemborer,Raipur
2000,20,0,36.7,25.7,62,36.4,1.6,6.7,10.9,8.9,Yellowstemborer,Rajendranagar
2002,6,356,28.7,17.5,88.1,65.7,0,2.7,2.9,2.9,Brownplanthopper,Maruteru
2004,38,32,31.2,24.9,89,73,11.2,3.7,5.5,3.3,Caseworm,Maruteru
2000,12,0,35.3,16.7,62.3,18.9,0,4.3,9.9,0,Caseworm,Raipur
1999,49,0,28.9,11.6,73.4,29.3,21.4,3.1,7.4,30.6,Yellowstemborer,Rajendranagar
1997,47,0,19.5,8.4,59.7,49.1,3,4.5,6,1.8,LeafBlast,Palampur
2008,15,8,32,22.1,88.1,37.7,0,5.9,8.2,4.7,Caseworm,Maruteru
2011,20,0,32.9,26.1,78.9,40.7,0,0,5.7,0,Whitebackedplanthopper,Maruteru
2000,6,0,29.4,19.7,92.6,67,0,2.5,8.2,2.1,LeafFolder,Maruteru
2008,4,0,30.8,14.9,78,32.1,0,4.4,8.6,4.9,LeafFolder,Rajendranagar
2011,24,0,34.9,24,76.1,43,4.3,0,0,0,LeafFolder,Rajendranagar
1994,25,0,32.8,22.8,67.4,50.3,77,5.4,7.3,4.9,LeafBlast,Palampur
2004,6,6,27.4,19.3,90.7,77.4,0,1.6,8.9,2.5,ZigZagleafhopper,Maruteru
2002,1,0,24.9,7.7,87.3,33,0,2,7.4,2.7,Gallmidge,Raipur
2009,20,7,36.1,27.4,89.9,29.3,0,2.9,7.5,5.7,LeafFolder,Maruteru
2008,7,8,27.9,20.4,90.6,64.2,42,5.1,6.5,3,Caseworm,Maruteru
2007,18,1250,37.9,24.4,50.6,31.1,3,6.4,8.2,8.3,Brownplanthopper,Ludhiana
1985,39,16,33.5,22.3,84.9,49.4,1.4,3.6,9.1,4.6,LeafBlast,Rajendranagar
2007,20,0,42,26.9,53.6,19.9,1.2,6.7,7.5,10.6,LeafFolder,Raipur
1993,2,0,31.1,13.1,72.6,27.3,0,1.7,10.2,3.2,Greenleafhopper,Rajendranagar
2005,40,290,30.7,25.2,90.9,70.6,0.8,1.8,5.3,2.9,Miridbug,Maruteru
1984,32,13,30.4,21.8,84.6,53.4,4.9,19,5.7,6.1,Yellowstemborer,Rajendranagar
1997,29,0,31.7,24.1,92.3,73.4,58.2,3.4,1.4,3.8,Gallmidge,Raipur
1988,24,0,35.7,24.3,70.6,40.9,3.8,19,8.4,7,LeafBlast,Rajendranagar
2010,45,1,29.3,12.5,93.3,40.9,0,1.6,8.6,2.4,Greenleafhopper,Ludhiana
2010,6,0,31,15.1,76.3,31,0,4,9.6,9.1,Gallmidge,Rajendranagar
2006,9,878,30.7,19.9,93.7,59.3,0,1.5,7.8,3.4,Yellowstemborer,Maruteru
2008,19,0,41.9,26,34,12.6,0,6,8.4,12,Greenleafhopper,Raipur
2010,41,1,31.8,20.4,82.6,49.6,0,3.1,7.4,6.9,Caseworm,Rajendranagar
1990,1,0,14.5,4.5,48.6,39.6,9.2,5,4.2,15,LeafBlast,Palampur
2000,21,64,40.3,27.9,63.3,24.9,1.8,10.7,7.2,12.3,Caseworm,Raipur
1998,30,8,31.2,23.9,91.6,83.9,0,10.5,3.5,4.6,Greenleafhopper,Maruteru
1995,33,21,32.8,24,88.1,73,37,1.9,6.6,28.2,Miridbug,Maruteru
2000,39,1389,32.5,22.6,92,61.7,7.4,2.2,6.3,3.5,Gallmidge,Raipur
1998,50,0,27.9,27.9,90.6,90.6,71.1,5.3,5.9,3.6,Gallmidge,Maruteru
1995,28,0,31.8,25.7,91.9,82.3,133.3,4.5,2.9,3.3,Yellowstemborer,Cuttack
2010,48,0,24.2,8.2,92.6,40.7,0,2,7.7,2,LeafFolder,Ludhiana
2007,23,195,41.6,27.3,56.1,33.9,0,7.3,11.1,12,Miridbug,Ludhiana
2007,20,6506,40,29,80.9,39.9,0,2.9,8.2,5.7,ZigZagleafhopper,Maruteru
1994,18,0,39.1,25.5,59.3,23.1,0,5.2,10.5,5.4,Greenleafhopper,Rajendranagar
2008,32,17,32.6,26.2,90.7,76.4,108.8,4.8,5.3,3.2,Whitebackedplanthopper,Ludhiana
2007,41,80,31.4,25.3,89,58.4,0,1.7,6.6,2.7,LeafFolder,Maruteru
1977,23,0,36.7,24.9,67.4,33,0,11.2,8.1,8.6,Yellowstemborer,Rajendranagar
2008,11,17,31.6,21.1,88.3,50.3,0,5.9,7.1,3.4,Caseworm,Maruteru
